Date,strategy_name,y_actual_MLP,y_pred_MLP,y_actual_SGD,y_pred_SGD,y_actual_ABR,y_pred_ABR
2022-07-01,S_EURUSD_S41_0_2303724_BC4527C0,0.0,-0.3422850879513834,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_1_1176919_2F8BC697,0.0,-0.1649237676729499,0.0,-0.002697103091588411,0.0,0.0
2022-07-01,S_EURUSD_S41_1_1191650_D80D6642,8.0,-0.15268256691449672,8.0,0.0,8.0,0.0
2022-07-01,S_EURUSD_S41_1_1664848_ECE9614A,0.0,0.5760042459057729,0.0,-0.02537580036729231,0.0,0.0
2022-07-01,S_EURUSD_S41_1_1726894_6E3285EE,0.0,-0.06840385661572575,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_1_1761360_D96E3336,0.0,0.15573554788215435,0.0,-0.018277006966036183,0.0,0.0
2022-07-01,S_EURUSD_S41_1_2470474_FEB0599C,0.0,-0.2860747672944826,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_1_2574316_4162A26D,0.0,-0.22189015519535032,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_1_317125_A408FC3B,0.0,-0.132538190196815,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_1_3212656_28888BF4,0.0,-0.21678402696629584,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_1_47469_DCBC0839,0.0,-0.11322449255193238,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_1_62593_8982CD74,0.0,-0.17877875708926222,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_2_1435660_4B44F5C0,0.0,0.16252514928003553,0.0,0.022534810420432753,0.0,0.7361111111111112
2022-07-01,S_EURUSD_S41_2_1957722_C9BF0F3D,0.0,0.36791010072611297,0.0,-0.014016213863391727,0.0,0.0
2022-07-01,S_EURUSD_S41_2_2481771_CFA13660,0.0,0.0450391760845685,0.0,0.003908628255987328,0.0,0.0
2022-07-01,S_EURUSD_S41_3_1333314_65BB37BF,0.0,-0.06452109519375093,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_3_1708571_8B2ECC27,0.0,-0.2774236354156352,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_3_2675569_E3EDCBD4,0.0,-0.02081979092499369,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_3_2811247_8B4DA5C0,0.0,-0.2693507644079484,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_3_3294457_1DA61FB3,0.0,-0.10779173558075436,0.0,0.006711950185539439,0.0,0.0
2022-07-01,S_EURUSD_S41_4_3243506_F9D65F60,0.0,-0.1270490664868234,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_4_513234_C8B6B6F2,0.0,-0.21957985750577083,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_4_569411_A50D441E,0.0,-0.3853462690860838,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_4_698944_DF195985,0.0,0.21025855119808162,0.0,0.0,0.0,0.0
2022-07-01,S_EURUSD_S41_4_816795_66C7D576,0.0,-0.12039149471468592,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S31_2_140033_E9073697,0.0,-0.1256030661665562,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_0_2648124_940EFDBB,0.0,-0.23448379181013593,0.0,0.0012793905660088709,0.0,0.0
2022-07-01,S_GBPUSD_S35_0_2812691_CF6809DD,0.0,-0.20173413465811382,0.0,-0.013828020170685892,0.0,0.0
2022-07-01,S_GBPUSD_S35_0_9865291_B99E8262,0.0,-0.05600430209885386,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_1_3749132_746299E1,0.0,-0.32561191751478136,0.0,-0.041408816250339854,0.0,0.0
2022-07-01,S_GBPUSD_S35_1_5478144_D156D8AD,0.0,-0.283541762132488,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_1_6667748_CD1C245A,1.0,-0.3158731317303247,1.0,0.0,1.0,0.0
2022-07-01,S_GBPUSD_S35_1_7791031_A9EA0170,0.0,0.776281295235583,0.0,-0.00932481379293612,0.0,0.0
2022-07-01,S_GBPUSD_S35_1_9519598_603C0308,0.0,-0.13797709219571364,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_2_5049397_D5A19A22,0.0,-0.2259528999694678,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_2_7763450_208B97DC,0.0,-0.161409232240451,0.0,0.010954087913984183,0.0,0.0
2022-07-01,S_GBPUSD_S35_2_950079_0D91457E,0.0,-0.3030551006037111,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_3_2715032_3096DF54,0.0,-0.24669496782321518,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_3_3685202_06824EEE,0.0,0.28709229468945335,0.0,-0.010295219279591622,0.0,3.0
2022-07-01,S_GBPUSD_S35_3_3976288_8EB54D21,0.0,-0.22835737921633437,0.0,0.0024649044254992864,0.0,0.0
2022-07-01,S_GBPUSD_S35_3_4974188_B011F908,0.0,1.716898004848177,0.0,0.03213921416671453,0.0,0.0
2022-07-01,S_GBPUSD_S35_3_6866072_43587EAA,0.0,1.9449407868424502,0.0,0.06345212097818408,0.0,0.0
2022-07-01,S_GBPUSD_S35_3_7556808_340FC398,0.0,-0.3538659847090467,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_3_9012049_9A8063D9,0.0,-0.19707016835454902,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_4_2455026_EB487AF0,0.0,-0.2163480131123577,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S35_4_5253232_FC905F76,0.0,-0.01081158517775784,0.0,0.00895866107296674,0.0,0.0
2022-07-01,S_GBPUSD_S35_4_6042225_C5E9B0ED,0.0,-0.1675086835211696,0.0,0.02924533348702411,0.0,0.0
2022-07-01,S_GBPUSD_S43_0_2978460_E3DF6342,0.0,0.059368538913767824,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S43_0_385891_C10014B8,0.0,0.004014622855447978,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S43_1_2000358_9C9CF06A,0.0,0.3709634967307093,0.0,0.10298039549160443,0.0,1.5138888888888888
