Gmt time,Open,High,Low,Close,Volume
01.05.2020 00:00:00.000,1.25821,1.25825,1.25558,1.25675,5132.0898
01.05.2020 01:00:00.000,1.25673,1.25690,1.25520,1.25629,3502.1201
01.05.2020 02:00:00.000,1.25631,1.25670,1.25526,1.25657,2998.6101
01.05.2020 03:00:00.000,1.25655,1.25677,1.25577,1.25656,2339.5801
01.05.2020 04:00:00.000,1.25655,1.25705,1.25588,1.25701,2322.1899
01.05.2020 05:00:00.000,1.25701,1.25804,1.25520,1.25588,4526.4399
01.05.2020 06:00:00.000,1.25593,1.25687,1.25448,1.25575,5915.5498
01.05.2020 07:00:00.000,1.25576,1.25680,1.25473,1.25570,8076.7002
01.05.2020 08:00:00.000,1.25568,1.25686,1.25343,1.25626,12503.1904
01.05.2020 09:00:00.000,1.25624,1.25750,1.25521,1.25561,8781.2002
01.05.2020 10:00:00.000,1.25560,1.25703,1.25473,1.25534,8032.4302
01.05.2020 11:00:00.000,1.25528,1.25530,1.25274,1.25342,9485.5303
01.05.2020 12:00:00.000,1.25341,1.25360,1.25150,1.25332,10936.3398
01.05.2020 13:00:00.000,1.25330,1.25473,1.25166,1.25213,11820.0098
01.05.2020 14:00:00.000,1.25212,1.25642,1.25128,1.25455,16819.6992
01.05.2020 15:00:00.000,1.25458,1.25459,1.25081,1.25088,12222.3896
01.05.2020 16:00:00.000,1.25084,1.25219,1.24965,1.25139,9678.8203
01.05.2020 17:00:00.000,1.25139,1.25139,1.24878,1.24909,5298.8501
01.05.2020 18:00:00.000,1.24909,1.24959,1.24853,1.24853,4094.97
01.05.2020 19:00:00.000,1.24853,1.25125,1.24835,1.25105,5327.3701
01.05.2020 20:00:00.000,1.25106,1.25106,1.24881,1.25015,4315.8198
01.05.2020 21:00:00.000,1.25015,1.25015,1.25015,1.25015,0
01.05.2020 22:00:00.000,1.25015,1.25015,1.25015,1.25015,0
01.05.2020 23:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 00:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 01:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 02:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 03:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 04:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 05:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 06:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 07:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 08:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 09:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 10:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 11:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 12:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 13:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 14:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 15:00:00.000,1.25015,1.25015,1.25015,1.25015,0
02.05.2020 16:00:00.000,1.25015,1.25015,1.25015,1.25015,0
