Gmt time,Open,High,Low,Close,Volume
01.02.2000 00:00:00.000,0.97060,0.97800,0.96700,0.97160,77129000000
02.02.2000 00:00:00.000,0.97090,0.98060,0.96970,0.97620,76325000000
03.02.2000 00:00:00.000,0.97600,0.99470,0.97120,0.99060,48205000000
04.02.2000 00:00:00.000,0.99010,0.99380,0.97500,0.98260,88377000000
05.02.2000 00:00:00.000,0.98260,0.98260,0.98260,0.98260,0
06.02.2000 00:00:00.000,0.98260,0.98260,0.98260,0.98260,0
07.02.2000 00:00:00.000,0.98320,0.98320,0.97550,0.98120,77932000000
08.02.2000 00:00:00.000,0.98140,0.99130,0.97880,0.98540,85967000000
09.02.2000 00:00:00.000,0.98550,0.99690,0.98520,0.99390,49009000000
10.02.2000 00:00:00.000,0.99410,0.99580,0.98330,0.98500,65881000000
11.02.2000 00:00:00.000,0.98540,0.98780,0.97880,0.98710,64274000000
12.02.2000 00:00:00.000,0.98710,0.98710,0.98710,0.98710,0
13.02.2000 00:00:00.000,0.98710,0.98710,0.98710,0.98710,0
14.02.2000 00:00:00.000,0.98610,0.99140,0.97790,0.97800,32940000000
15.02.2000 00:00:00.000,0.97800,0.98600,0.97650,0.98110,97215000000
16.02.2000 00:00:00.000,0.98100,0.98750,0.97920,0.98610,38564000000
17.02.2000 00:00:00.000,0.98620,0.99560,0.98380,0.98750,31333000000
18.02.2000 00:00:00.000,0.98760,0.99000,0.98100,0.98420,52222000000
19.02.2000 00:00:00.000,0.98420,0.98420,0.98420,0.98420,0
20.02.2000 00:00:00.000,0.98420,0.98420,0.98420,0.98420,0
21.02.2000 00:00:00.000,0.98420,0.98420,0.98420,0.98420,0
22.02.2000 00:00:00.000,0.98740,1.00790,0.98660,1.00350,69898000000
23.02.2000 00:00:00.000,1.00370,1.00870,1.00130,1.00340,28923000000
24.02.2000 00:00:00.000,1.00340,1.00400,0.98900,0.99260,96411000000
25.02.2000 00:00:00.000,0.99180,0.99280,0.97250,0.97400,85967000000
26.02.2000 00:00:00.000,0.97400,0.97400,0.97400,0.97400,0
27.02.2000 00:00:00.000,0.97400,0.97400,0.97400,0.97400,0
28.02.2000 00:00:00.000,0.95840,0.97460,0.94030,0.97130,77932000000
29.02.2000 00:00:00.000,0.97080,0.98700,0.96250,0.96460,49009000000
01.03.2000 00:00:00.000,0.96390,0.97660,0.96280,0.97320,62667000000
02.03.2000 00:00:00.000,0.97320,0.97910,0.96160,0.96460,84360000000
03.03.2000 00:00:00.000,0.96480,0.96770,0.95800,0.95770,78736000000
04.03.2000 00:00:00.000,0.95770,0.95770,0.95770,0.95770,0
05.03.2000 00:00:00.000,0.95770,0.95770,0.95770,0.95770,0
06.03.2000 00:00:00.000,0.95740,0.96700,0.95620,0.95900,96411000000
07.03.2000 00:00:00.000,0.95850,0.96220,0.95270,0.95810,42581000000
08.03.2000 00:00:00.000,0.95790,0.96290,0.95230,0.96070,90787000000
09.03.2000 00:00:00.000,0.96080,0.96980,0.95960,0.96640,89984000000
10.03.2000 00:00:00.000,0.96680,0.96860,0.96010,0.96310,59453000000
11.03.2000 00:00:00.000,0.96310,0.96310,0.96310,0.96310,0
12.03.2000 00:00:00.000,0.96310,0.96310,0.96310,0.96310,0
13.03.2000 00:00:00.000,0.96250,0.97280,0.96180,0.96340,27316000000
14.03.2000 00:00:00.000,0.96360,0.96900,0.95920,0.96820,26513000000
15.03.2000 00:00:00.000,0.96820,0.97120,0.96420,0.96650,87573000000
16.03.2000 00:00:00.000,0.96620,0.97390,0.96490,0.96970,43385000000
17.03.2000 00:00:00.000,0.96930,0.97290,0.96590,0.97220,53829000000
18.03.2000 00:00:00.000,0.97220,0.97220,0.97220,0.97220,0
19.03.2000 00:00:00.000,0.97220,0.97220,0.97220,0.97220,0
20.03.2000 00:00:00.000,0.97230,0.97440,0.96850,0.97320,101232000000
21.03.2000 00:00:00.000,0.97240,0.97370,0.96150,0.96150,47402000000
22.03.2000 00:00:00.000,0.96090,0.96300,0.95760,0.96060,65077000000
23.03.2000 00:00:00.000,0.96070,0.97280,0.96040,0.97150,49009000000
24.03.2000 00:00:00.000,0.97140,0.97780,0.96760,0.97750,26513000000
25.03.2000 00:00:00.000,0.97750,0.97750,0.97750,0.97750,0
26.03.2000 00:00:00.000,0.97750,0.97750,0.97750,0.97750,0
27.03.2000 00:00:00.000,0.97720,0.97880,0.96340,0.96690,75522000000
28.03.2000 00:00:00.000,0.96710,0.97000,0.96020,0.96010,33744000000
29.03.2000 00:00:00.000,0.96030,0.96080,0.94790,0.95080,104445000000
30.03.2000 00:00:00.000,0.95110,0.96220,0.95110,0.96120,37761000000
31.03.2000 00:00:00.000,0.96110,0.96300,0.95310,0.95510,77932000000
01.04.2000 00:00:00.000,0.95510,0.95510,0.95510,0.95510,0
02.04.2000 00:00:00.000,0.95510,0.95510,0.95510,0.95510,0
03.04.2000 00:00:00.000,0.95610,0.96050,0.95040,0.95390,28120000000
04.04.2000 00:00:00.000,0.95370,0.97500,0.95170,0.96100,40171000000
05.04.2000 00:00:00.000,0.96150,0.97100,0.95950,0.96030,61864000000
06.04.2000 00:00:00.000,0.96050,0.96400,0.95660,0.95800,46598000000
07.04.2000 00:00:00.000,0.95790,0.96810,0.95390,0.95430,32940000000
08.04.2000 00:00:00.000,0.95430,0.95430,0.95430,0.95430,0
09.04.2000 00:00:00.000,0.95430,0.95430,0.95430,0.95430,0
10.04.2000 00:00:00.000,0.95460,0.96280,0.95360,0.96220,75522000000
11.04.2000 00:00:00.000,0.96200,0.96480,0.95650,0.95850,94001000000
12.04.2000 00:00:00.000,0.95860,0.96050,0.95220,0.95850,52222000000
13.04.2000 00:00:00.000,0.95870,0.96000,0.95150,0.95250,54633000000
14.04.2000 00:00:00.000,0.95260,0.96300,0.95130,0.96030,61060000000
15.04.2000 00:00:00.000,0.96030,0.96030,0.96030,0.96030,0
16.04.2000 00:00:00.000,0.96030,0.96030,0.96030,0.96030,0
17.04.2000 00:00:00.000,0.96460,0.96770,0.95180,0.95220,81146000000
18.04.2000 00:00:00.000,0.95180,0.95250,0.94420,0.94510,87573000000
19.04.2000 00:00:00.000,0.94470,0.94890,0.93590,0.94020,89984000000
20.04.2000 00:00:00.000,0.93980,0.94230,0.93540,0.93800,96411000000
21.04.2000 00:00:00.000,0.93800,0.93800,0.93800,0.93800,0
22.04.2000 00:00:00.000,0.93800,0.93800,0.93800,0.93800,0
23.04.2000 00:00:00.000,0.93800,0.93800,0.93800,0.93800,0
24.04.2000 00:00:00.000,0.93800,0.94500,0.93670,0.93850,69094000000
25.04.2000 00:00:00.000,0.93850,0.94040,0.91640,0.92100,71505000000
26.04.2000 00:00:00.000,0.92080,0.92470,0.91780,0.92380,54633000000
27.04.2000 00:00:00.000,0.92340,0.92470,0.90610,0.91010,89180000000
28.04.2000 00:00:00.000,0.90790,0.91350,0.90330,0.91140,93197000000
29.04.2000 00:00:00.000,0.91140,0.91140,0.91140,0.91140,0
30.04.2000 00:00:00.000,0.91140,0.91140,0.91140,0.91140,0
01.05.2000 00:00:00.000,0.91190,0.91730,0.90720,0.91550,94001000000
02.05.2000 00:00:00.000,0.91560,0.91710,0.90340,0.90950,39368000000
03.05.2000 00:00:00.000,0.90950,0.91050,0.88890,0.89550,65881000000
04.05.2000 00:00:00.000,0.89520,0.89710,0.88490,0.89090,45795000000
05.05.2000 00:00:00.000,0.89060,0.90110,0.89060,0.89690,57043000000
06.05.2000 00:00:00.000,0.89690,0.89690,0.89690,0.89690,0
07.05.2000 00:00:00.000,0.89690,0.89690,0.89690,0.89690,0
08.05.2000 00:00:00.000,0.89630,0.90450,0.89170,0.89690,29726000000
09.05.2000 00:00:00.000,0.89670,0.90910,0.89480,0.90850,91591000000
10.05.2000 00:00:00.000,0.90820,0.91300,0.90360,0.90350,73112000000
11.05.2000 00:00:00.000,0.90300,0.91080,0.89900,0.90160,78736000000
12.05.2000 00:00:00.000,0.90160,0.91980,0.89810,0.91830,60257000000
13.05.2000 00:00:00.000,0.91830,0.91830,0.91830,0.91830,0
14.05.2000 00:00:00.000,0.91830,0.91830,0.91830,0.91830,0
15.05.2000 00:00:00.000,0.91770,0.91950,0.91070,0.91030,33744000000
16.05.2000 00:00:00.000,0.90650,0.91060,0.89990,0.90040,77129000000
17.05.2000 00:00:00.000,0.90020,0.90280,0.88920,0.89450,103642000000
18.05.2000 00:00:00.000,0.89470,0.89700,0.89060,0.89470,77129000000
19.05.2000 00:00:00.000,0.89430,0.89960,0.88450,0.89620,60257000000
20.05.2000 00:00:00.000,0.89620,0.89620,0.89620,0.89620,0
21.05.2000 00:00:00.000,0.89620,0.89620,0.89620,0.89620,0
22.05.2000 00:00:00.000,0.89720,0.90720,0.89550,0.90220,81146000000
23.05.2000 00:00:00.000,0.90230,0.91550,0.90190,0.90690,42581000000
24.05.2000 00:00:00.000,0.90670,0.91270,0.90270,0.90280,48205000000
25.05.2000 00:00:00.000,0.90270,0.91350,0.89810,0.91280,89180000000
26.05.2000 00:00:00.000,0.91250,0.93350,0.91130,0.93100,50616000000
27.05.2000 00:00:00.000,0.93100,0.93100,0.93100,0.93100,0
